Zeit(0.001 ms),Drehmoment Messsystem 1 (NÂ·m),Winkel Messsystem 1 (°),Drehmoment Motor (NÂ·m),Winkel Motor (°),Drehzahl (U/min),Schritt,Stromstaerke (A),Temperatur (°C)
818750,0.01,197,0.21,197,40,1,-0.030,41.1
819000,0.01,197,0.21,197,40,1,-0.034,41.1
819250,0.00,197,0.22,197,40,1,-0.042,41.1
819500,0.02,197,0.22,197,40,1,-0.046,41.1
819750,0.02,197,0.22,197,40,1,-0.048,41.1
820000,0.02,197,0.22,197,40,1,-0.045,41.1
820250,0.01,197,0.22,197,40,1,-0.037,41.1
820500,0.01,197,0.22,197,40,1,-0.034,41.1
820750,0.01,197,0.22,198,40,1,-0.036,41.1
821000,0.01,197,0.22,198,40,1,-0.043,41.1
821250,0.01,197,0.23,198,40,1,-0.049,41.1
821500,0.01,197,0.23,198,40,1,-0.049,41.1
821750,0.01,198,0.23,198,40,1,-0.042,41.1
822000,0.00,198,0.23,198,40,1,-0.033,41.1
822250,0.00,198,0.22,198,40,1,-0.030,41.1
822500,0.00,198,0.22,198,40,1,-0.034,41.1
822750,0.00,198,0.22,198,40,1,-0.044,41.1
823000,0.00,198,0.22,198,40,1,-0.052,41.1
823250,0.00,198,0.22,198,40,1,-0.054,41.1
823500,0.00,198,0.22,198,40,1,-0.048,41.1
823750,0.01,198,0.22,198,40,1,-0.038,41.1
824000,0.01,198,0.21,198,40,1,-0.036,41.1
824250,0.01,198,0.21,198,40,1,-0.043,41.1
824500,0.01,198,0.21,198,40,1,-0.050,41.1
824750,0.01,198,0.21,198,40,1,-0.054,41.1
825000,0.00,198,0.21,198,40,1,-0.055,41.1
825250,0.00,198,0.21,198,40,1,-0.049,41.1
825500,0.01,199,0.21,199,40,1,-0.041,41.1
825750,0.01,199,0.21,199,40,1,-0.035,41.1
826000,0.01,199,0.21,199,40,1,-0.039,41.1
826250,0.01,199,0.21,199,40,1,-0.047,41.1
826500,0.01,199,0.21,199,40,1,-0.052,41.1
826750,0.01,199,0.21,199,40,1,-0.055,41.1
827000,0.01,199,0.21,199,40,1,-0.055,41.1
827250,0.01,199,0.21,199,40,1,-0.049,41.1
827500,0.01,199,0.21,199,40,1,-0.046,41.1
827750,0.00,199,0.22,199,40,1,-0.045,41.1
828000,0.00,199,0.22,199,40,1,-0.048,41.1
828250,0.00,199,0.22,199,40,1,-0.054,41.1
828500,0.01,199,0.22,199,40,1,-0.055,41.1
828750,0.01,199,0.19,199,40,1,-0.049,41.1
829000,0.01,199,0.19,199,40,1,-0.048,41.1
829250,0.01,199,0.19,200,40,1,-0.047,41.1
829500,0.01,199,0.19,200,40,1,-0.049,41.1
829750,0.00,199,0.22,200,40,1,-0.049,41.1
830000,0.01,199,0.22,200,40,1,-0.053,41.1
830250,0.01,199,0.22,200,40,1,-0.058,41.1
830500,0.01,200,0.22,200,40,1,-0.062,41.1
830750,0.01,200,0.16,200,40,1,-0.059,41.1
831000,0.01,200,0.16,200,40,1,-0.051,41.1
831250,0.01,200,0.16,200,40,1,-0.044,41.1
831500,0.01,200,0.16,200,40,1,-0.044,41.1
831750,0.01,200,0.16,200,40,1,-0.053,41.1
832000,0.00,200,0.16,200,40,1,-0.058,41.1
832250,0.00,200,0.16,200,40,1,-0.056,41.1
832500,0.00,200,0.16,200,40,1,-0.051,41.1
832750,0.00,200,0.16,200,40,1,-0.042,41.1
833000,0.00,200,0.16,200,40,1,-0.036,41.1
833250,0.01,201,0.16,201,40,1,-0.039,41.1
833500,0.01,201,0.16,201,40,1,-0.046,41.1
833750,0.01,201,0.16,201,40,1,-0.052,41.1
834000,0.00,201,0.16,201,40,1,-0.047,41.1
834250,0.00,201,0.16,201,40,1,-0.044,41.1
834500,0.00,201,0.16,201,40,1,-0.038,41.1
834750,0.00,201,0.16,201,40,1,-0.031,41.1
835000,0.00,201,0.16,201,40,1,-0.034,41.1
835250,0.00,201,0.16,201,40,1,-0.041,41.1
835500,0.00,201,0.16,201,40,1,-0.048,41.1
835750,0.00,201,0.16,201,40,1,-0.052,41.1
836000,0.00,201,0.16,201,40,1,-0.048,41.1
836250,0.00,201,0.16,201,40,1,-0.039,41.1
836500,0.00,201,0.19,201,40,1,-0.032,41.1
836750,0.00,201,0.19,201,40,1,-0.033,41.1
837000,0.00,202,0.19,201,40,1,-0.041,41.1
837250,0.00,202,0.19,201,40,1,-0.042,41.1
837500,0.01,202,0.19,201,40,1,-0.049,41.1
837750,0.01,202,0.19,201,40,1,-0.054,41.1
838000,0.01,202,0.19,202,40,1,-0.049,41.1
838250,0.01,202,0.19,202,40,1,-0.044,41.1
838500,0.01,202,0.19,202,40,1,-0.041,41.1
838750,0.00,202,0.19,202,40,1,-0.044,41.1
839000,0.00,202,0.19,202,40,1,-0.050,41.1
839250,0.00,202,0.19,202,40,1,-0.051,41.1
839500,0.00,202,0.19,202,40,1,-0.050,41.1
839750,0.00,202,0.19,202,40,1,-0.046,41.1
840000,0.00,202,0.19,202,40,1,-0.042,41.1
840250,0.00,202,0.19,202,40,1,-0.041,41.1
840500,0.00,202,0.19,202,40,1,-0.044,41.1
840750,0.00,203,0.19,202,40,1,-0.047,41.1
841000,0.00,203,0.19,202,40,1,-0.054,41.1
841250,0.00,203,0.19,202,40,1,-0.056,41.1
841500,0.01,203,0.19,202,40,1,-0.053,41.1
841750,0.01,203,0.19,203,40,1,-0.045,41.1
842000,0.01,203,0.19,203,40,1,-0.038,41.1
842250,0.01,203,0.19,203,40,1,-0.040,41.1
842500,0.01,203,0.19,203,40,1,-0.048,41.1
842750,0.00,203,0.19,203,40,1,-0.053,41.1
843000,0.00,203,0.19,203,40,1,-0.054,41.1
843250,0.00,203,0.17,203,40,1,-0.047,41.1
843500,0.00,203,0.17,203,40,1,-0.034,41.1
843750,0.01,203,0.17,203,40,1,-0.032,41.1
844000,0.01,203,0.19,203,40,1,-0.037,41.1
844250,0.01,203,0.19,203,40,1,-0.047,41.1
844500,0.01,203,0.19,203,40,1,-0.054,41.1
844750,0.01,203,0.19,203,40,1,-0.053,41.1
845000,0.00,203,0.17,203,40,1,-0.049,41.1
845250,0.00,203,0.17,203,40,1,-0.043,41.1
845500,0.00,204,0.17,204,40,1,-0.034,41.1
845750,0.01,204,0.17,204,40,1,-0.033,41.1
846000,0.01,204,0.19,204,40,1,-0.039,41.1
846250,0.01,204,0.19,204,40,1,-0.048,41.1
846500,0.01,204,0.19,204,40,1,-0.053,41.1
846750,0.01,204,0.19,204,40,1,-0.049,41.1
847000,0.01,204,0.19,204,40,1,-0.040,41.1
847250,0.01,204,0.19,204,40,1,-0.035,41.1
847500,0.01,204,0.19,204,40,1,-0.037,41.1
847750,0.01,204,0.19,204,40,1,-0.040,41.1
848000,0.01,204,0.19,204,40,1,-0.045,41.1
848250,0.01,204,0.19,204,40,1,-0.050,41.1
848500,0.00,204,0.19,204,40,1,-0.054,41.1
848750,0.00,204,0.19,204,40,1,-0.052,41.1
849000,0.00,204,0.19,204,40,1,-0.045,41.1
849250,-0.00,204,0.19,205,40,1,-0.037,41.1
849500,-0.00,205,0.19,205,40,1,-0.040,41.1
849750,0.00,205,0.19,205,40,1,-0.047,41.1
850000,0.00,205,0.19,205,40,1,-0.055,41.1
850250,0.00,205,0.19,205,40,1,-0.057,41.1
850500,0.01,205,0.19,205,40,1,-0.049,41.1
850750,0.00,205,0.19,205,40,1,-0.043,41.1
851000,0.00,205,0.19,205,40,1,-0.040,41.1
851250,0.00,205,0.19,205,40,1,-0.044,41.1
851500,0.00,205,0.19,205,40,1,-0.049,41.1
851750,0.00,205,0.19,205,40,1,-0.053,41.1
852000,0.00,205,0.19,205,40,1,-0.053,41.1
852250,0.00,205,0.19,205,40,1,-0.052,41.1
852500,0.00,205,0.19,205,40,1,-0.046,41.1
852750,0.00,205,0.19,205,40,1,-0.043,41.1
853000,0.00,205,0.19,205,40,1,-0.043,41.1
853250,0.00,205,0.19,205,40,1,-0.045,41.1
853500,0.00,205,0.19,205,40,1,-0.053,41.1
853750,0.00,205,0.19,205,40,1,-0.056,41.1
854000,0.01,205,0.19,206,40,1,-0.048,41.1
854250,0.01,206,0.19,206,40,1,-0.040,41.1
854500,0.01,206,0.19,206,40,1,-0.039,41.1
854750,0.01,206,0.19,206,40,1,-0.040,41.1
855000,0.01,206,0.19,206,40,1,-0.043,41.1
855250,0.02,206,0.19,206,40,1,-0.049,41.1
855500,0.02,206,0.19,206,40,1,-0.055,41.1
855750,0.02,206,0.19,206,40,1,-0.053,41.1
856000,0.01,206,0.19,206,40,1,-0.049,41.1
856250,0.02,206,0.19,206,40,1,-0.040,41.1
856500,0.02,206,0.16,206,40,1,-0.037,41.1
856750,0.02,206,0.16,206,40,1,-0.041,41.1
857000,0.02,206,0.16,206,40,1,-0.048,41.1
857250,0.02,206,0.16,206,40,1,-0.053,41.1
857500,0.01,206,0.16,206,40,1,-0.054,41.1
857750,0.01,206,0.16,206,40,1,-0.046,41.1
858000,0.01,207,0.16,207,40,1,-0.038,41.1
858250,0.01,207,0.16,207,40,1,-0.037,41.1
858500,0.01,207,0.16,207,40,1,-0.041,41.1
858750,0.01,207,0.16,207,40,1,-0.046,41.1
859000,0.01,207,0.16,207,40,1,-0.053,41.1
859250,0.01,207,0.16,207,40,1,-0.056,41.1
859500,0.02,207,0.16,207,40,1,-0.052,41.1
859750,0.01,207,0.16,207,40,1,-0.046,41.1
860000,0.01,207,0.16,207,40,1,-0.039,41.1
860250,0.01,207,0.16,207,40,1,-0.042,41.1
860500,0.01,207,0.16,207,40,1,-0.052,41.1
860750,0.01,207,0.16,207,40,1,-0.055,41.1
861000,0.01,207,0.16,207,40,1,-0.052,41.1
861250,0.01,207,0.16,207,40,1,-0.046,41.1
861500,0.01,207,0.16,207,40,1,-0.042,41.1
861750,0.02,207,0.16,208,40,1,-0.041,41.1
862000,0.02,207,0.16,208,40,1,-0.044,41.1
862250,0.02,207,0.17,208,40,1,-0.049,41.1
862500,0.02,207,0.17,208,40,1,-0.054,41.1
862750,0.02,208,0.17,208,40,1,-0.056,41.1
863000,0.01,208,0.16,208,40,1,-0.054,41.1
863250,0.01,208,0.16,208,40,1,-0.050,41.1
863500,0.01,208,0.16,208,40,1,-0.046,41.1
863750,0.01,208,0.16,208,40,1,-0.044,41.1
864000,0.01,208,0.17,208,40,1,-0.047,41.1
864250,0.01,208,0.17,208,40,1,-0.051,41.1
864500,0.00,208,0.17,208,40,1,-0.058,41.1
864750,0.00,208,0.17,208,40,1,-0.055,41.1
865000,0.00,208,0.14,208,40,1,-0.042,41.1
865250,0.02,208,0.14,208,40,1,-0.035,41.1
865500,0.02,208,0.14,208,40,1,-0.039,41.1
865750,0.02,208,0.14,208,40,1,-0.049,41.1
866000,0.02,208,0.14,208,40,1,-0.054,41.1
866250,0.02,208,0.14,208,40,1,-0.055,41.1
866500,0.02,209,0.14,209,40,1,-0.049,41.1
866750,0.02,209,0.14,209,40,1,-0.040,41.1
867000,0.01,209,0.13,209,40,1,-0.030,41.1
867250,0.01,209,0.13,209,40,1,-0.031,41.1
867500,0.01,209,0.13,209,40,1,-0.036,41.1
867750,0.01,209,0.16,209,40,1,-0.044,41.1
868000,0.01,209,0.16,209,40,1,-0.043,41.1
868250,0.01,209,0.16,209,40,1,-0.041,41.1
868500,0.01,209,0.16,209,40,1,-0.036,41.1
868750,0.01,209,0.17,209,40,1,-0.031,41.1
869000,0.01,209,0.17,209,40,1,-0.030,41.1
869250,0.01,209,0.17,209,40,1,-0.032,41.1
869500,0.01,209,0.17,209,40,1,-0.035,41.1
869750,0.01,209,0.19,209,40,1,-0.040,41.1
870000,0.02,209,0.19,209,40,1,-0.046,41.1
870250,0.02,209,0.19,209,40,1,-0.048,41.1
870500,0.02,210,0.19,210,40,1,-0.045,41.1
870750,0.02,210,0.19,210,40,1,-0.040,41.1
871000,0.02,210,0.19,210,40,1,-0.040,41.1
871250,0.02,210,0.19,210,40,1,-0.048,41.1
871500,0.02,210,0.19,210,40,1,-0.054,41.1
871750,0.02,210,0.16,210,40,1,-0.055,41.1
872000,0.02,210,0.16,210,40,1,-0.050,41.1
872250,0.02,210,0.16,210,40,1,-0.042,41.1
872500,0.02,210,0.14,210,40,1,-0.039,41.1
872750,0.02,210,0.14,210,40,1,-0.043,41.1
873000,0.02,210,0.14,210,40,1,-0.050,41.1
873250,0.02,210,0.14,210,40,1,-0.056,41.1
873500,0.02,210,0.14,210,40,1,-0.058,41.1
873750,0.02,210,0.13,210,40,1,-0.057,41.1
874000,0.02,210,0.13,211,40,1,-0.052,41.1
874250,0.02,211,0.13,211,40,1,-0.044,41.1
874500,0.02,211,0.13,211,40,1,-0.042,41.1
874750,0.01,211,0.13,211,40,1,-0.047,41.1
875000,0.02,211,0.13,211,40,1,-0.054,41.1
875250,0.02,211,0.13,211,40,1,-0.060,41.1
875500,0.02,211,0.09,211,40,1,-0.056,41.1
875750,0.02,211,0.09,211,40,1,-0.045,41.1
876000,0.02,211,0.09,211,40,1,-0.036,41.1
876250,0.02,211,0.09,211,40,1,-0.032,41.1
876500,0.02,211,0.12,211,40,1,-0.037,41.1
876750,0.02,211,0.12,211,40,1,-0.046,41.1
877000,0.03,211,0.12,211,40,1,-0.054,41.1
877250,0.03,211,0.12,211,40,1,-0.054,41.1
877500,0.03,211,0.12,211,40,1,-0.048,41.1
877750,0.01,211,0.12,211,40,1,-0.038,41.1
878000,0.01,212,0.12,212,40,1,-0.036,41.1
878250,0.02,212,0.14,212,40,1,-0.038,41.1
878500,0.02,212,0.14,212,40,1,-0.042,41.1
878750,0.02,212,0.14,212,40,1,-0.049,41.1
879000,0.02,212,0.14,212,40,1,-0.055,41.1
879250,0.02,212,0.12,212,40,1,-0.050,41.1
879500,0.02,212,0.12,212,40,1,-0.040,41.1
879750,0.02,212,0.12,212,40,1,-0.036,41.1
880000,0.02,212,0.12,212,40,1,-0.040,41.1
880250,0.01,212,0.14,212,40,1,-0.046,41.1
880500,0.01,212,0.14,212,40,1,-0.049,41.1
880750,0.01,212,0.14,212,40,1,-0.052,41.1
881000,0.01,212,0.14,212,40,1,-0.053,41.1
881250,0.02,212,0.12,212,40,1,-0.046,41.1
881500,0.02,212,0.12,212,40,1,-0.036,41.1
881750,0.02,213,0.12,212,40,1,-0.040,41.1
882000,0.02,213,0.12,212,40,1,-0.047,41.1
882250,0.02,213,0.14,212,40,1,-0.053,41.1
882500,0.02,213,0.14,212,40,1,-0.056,41.1
882750,0.02,213,0.14,213,40,1,-0.048,41.1
883000,0.02,213,0.12,213,40,1,-0.040,41.1
883250,0.02,213,0.12,213,40,1,-0.036,41.1
883500,0.02,213,0.12,213,40,1,-0.038,41.1
883750,0.01,213,0.12,213,40,1,-0.044,41.1
884000,0.01,213,0.14,213,40,1,-0.051,41.1
884250,0.01,213,0.14,213,40,1,-0.054,41.1
884500,0.01,213,0.14,213,40,1,-0.052,41.1
884750,0.01,213,0.14,213,40,1,-0.045,41.1
885000,0.01,213,0.10,213,40,1,-0.037,41.1
885250,0.02,213,0.10,213,40,1,-0.035,41.1
885500,0.02,213,0.10,213,40,1,-0.040,41.1
885750,0.02,213,0.10,213,40,1,-0.049,41.1
886000,0.02,213,0.14,213,40,1,-0.053,41.1
886250,0.02,213,0.14,213,40,1,-0.051,41.1
886500,0.01,214,0.14,214,40,1,-0.045,41.1
886750,0.01,214,0.14,214,40,1,-0.035,41.1
887000,0.01,214,0.10,214,40,1,-0.030,41.1
887250,0.02,214,0.10,214,40,1,-0.038,41.1
887500,0.02,214,0.10,214,40,1,-0.045,41.1
887750,0.02,214,0.10,214,40,1,-0.050,41.1
888000,0.02,214,0.10,214,40,1,-0.049,41.1
888250,0.02,214,0.10,214,40,1,-0.043,41.1
888500,0.01,214,0.10,214,40,1,-0.035,41.1
888750,0.02,214,0.10,214,40,1,-0.032,41.1
889000,0.02,214,0.09,214,40,1,-0.035,41.1
889250,0.02,214,0.09,214,40,1,-0.042,41.1
889500,0.02,214,0.09,214,40,1,-0.048,41.1
889750,0.02,214,0.09,214,40,1,-0.052,41.1
890000,0.02,214,0.09,214,40,1,-0.047,41.1
890250,0.02,214,0.09,215,40,1,-0.039,41.1
890500,0.02,215,0.09,215,40,1,-0.033,41.1
890750,0.01,215,0.09,215,40,1,-0.035,41.1
891000,0.01,215,0.09,215,40,1,-0.044,41.1
891250,0.01,215,0.09,215,40,1,-0.048,41.1
891500,0.01,215,0.09,215,40,1,-0.052,41.1
891750,0.01,215,0.12,215,40,1,-0.052,41.1
892000,0.02,215,0.12,215,40,1,-0.047,41.1
892250,0.02,215,0.12,215,40,1,-0.040,41.1
892500,0.02,215,0.12,215,40,1,-0.039,41.1
892750,0.02,215,0.12,215,40,1,-0.045,41.1
893000,0.01,215,0.12,215,40,1,-0.051,41.1
893250,0.01,215,0.12,215,40,1,-0.053,41.1
893500,0.02,215,0.14,215,40,1,-0.044,41.1
893750,0.02,215,0.14,215,40,1,-0.038,41.1
894000,0.02,215,0.14,215,40,1,-0.036,41.1
894250,0.02,215,0.14,215,40,1,-0.038,41.1
894500,0.02,215,0.14,215,40,1,-0.041,41.1
894750,0.01,215,0.14,215,40,1,-0.046,41.1
895000,0.01,216,0.14,216,40,1,-0.053,41.1
895250,0.01,216,0.14,216,40,1,-0.053,41.1
895500,0.01,216,0.15,216,40,1,-0.050,41.1
895750,0.01,216,0.15,216,40,1,-0.043,41.1
896000,0.01,216,0.15,216,40,1,-0.037,41.1
896250,0.01,216,0.15,216,40,1,-0.038,41.1
896500,0.02,216,0.15,216,40,1,-0.045,41.1
896750,0.02,216,0.15,216,40,1,-0.054,41.1
897000,0.01,216,0.15,216,40,1,-0.058,41.1
897250,0.01,216,0.14,216,40,1,-0.049,41.1
897500,0.01,216,0.14,216,40,1,-0.038,41.1
897750,0.02,216,0.14,216,40,1,-0.033,41.1
898000,0.02,216,0.14,216,40,1,-0.039,41.1
898250,0.02,216,0.15,216,40,1,-0.044,41.1
898500,0.02,216,0.15,216,40,1,-0.053,41.1
898750,0.02,216,0.15,216,40,1,-0.054,41.1
899000,0.02,217,0.15,217,40,1,-0.048,41.1
899250,0.02,217,0.14,217,40,1,-0.038,41.1
899500,0.02,217,0.14,217,40,1,-0.032,41.1
899750,0.02,217,0.14,217,40,1,-0.036,41.1
900000,0.02,217,0.14,217,40,1,-0.042,41.1
900250,0.02,217,0.15,217,40,1,-0.045,41.1
900500,0.02,217,0.15,217,40,1,-0.046,41.1
900750,0.02,217,0.15,217,40,1,-0.042,41.1
901000,0.02,217,0.15,217,40,1,-0.037,41.1
901250,0.02,217,0.19,217,40,1,-0.035,41.1
901500,0.02,217,0.19,217,40,1,-0.035,41.1
901750,0.02,217,0.19,217,40,1,-0.039,41.1
902000,0.01,217,0.19,217,40,1,-0.041,41.1
902250,0.01,217,0.21,217,40,1,-0.048,41.1
902500,0.02,217,0.21,217,40,1,-0.053,41.1
902750,0.02,217,0.21,218,40,1,-0.048,41.1
903000,0.02,217,0.21,218,40,1,-0.040,41.1
903250,0.02,217,0.19,218,40,1,-0.040,41.1
903500,0.03,217,0.19,218,40,1,-0.046,41.1
903750,0.03,218,0.19,218,40,1,-0.051,41.1
904000,0.03,218,0.19,218,40,1,-0.058,41.1
904250,0.03,218,0.19,218,40,1,-0.056,41.1
904500,0.02,218,0.19,218,40,1,-0.046,41.1
904750,0.01,218,0.19,218,40,1,-0.039,41.1
905000,0.01,218,0.15,218,40,1,-0.038,41.1
905250,0.01,218,0.15,218,40,1,-0.044,41.1
905500,0.01,218,0.15,218,40,1,-0.051,41.1
905750,0.01,218,0.15,218,40,1,-0.056,41.1
906000,0.02,218,0.12,218,40,1,-0.056,41.1
906250,0.02,218,0.12,218,40,1,-0.054,41.1
906500,0.02,219,0.12,219,40,1,-0.048,41.1
906750,0.02,219,0.12,219,40,1,-0.042,41.1
907000,0.02,219,0.10,219,40,1,-0.046,41.1
907250,0.02,219,0.10,219,40,1,-0.051,41.1
907500,0.02,219,0.10,219,40,1,-0.057,41.1
907750,0.02,219,0.09,219,40,1,-0.058,41.1
908000,0.01,219,0.09,219,40,1,-0.050,41.1
908250,0.01,219,0.09,219,40,1,-0.040,41.1
908500,0.01,219,0.09,219,40,1,-0.037,41.1
908750,0.01,219,0.10,219,40,1,-0.037,41.1
909000,0.02,219,0.10,219,40,1,-0.042,41.1
909250,0.02,219,0.10,219,40,1,-0.050,41.1
909500,0.02,219,0.10,219,40,1,-0.054,41.1
909750,0.02,219,0.10,219,40,1,-0.053,41.1
910000,0.02,219,0.10,219,40,1,-0.044,41.1
910250,0.01,219,0.10,219,40,1,-0.034,41.1
910500,0.01,219,0.10,219,40,1,-0.033,41.1
910750,0.02,219,0.12,219,40,1,-0.039,41.1
911000,0.02,219,0.12,219,40,1,-0.047,41.1
911250,0.02,220,0.12,220,40,1,-0.052,41.1
911500,0.02,220,0.12,220,40,1,-0.051,41.1
911750,0.01,220,0.12,220,40,1,-0.044,41.1
912000,0.01,220,0.12,220,40,1,-0.036,41.1
912250,0.01,220,0.12,220,40,1,-0.038,41.1
912500,0.01,220,0.13,220,40,1,-0.043,41.1
912750,0.01,220,0.13,220,40,1,-0.048,41.1
913000,0.02,220,0.13,220,40,1,-0.051,41.1
913250,0.02,220,0.13,220,40,1,-0.056,41.1
913500,0.02,220,0.13,220,40,1,-0.051,41.1
913750,0.02,220,0.13,220,40,1,-0.043,41.1
914000,0.02,220,0.13,220,40,1,-0.040,41.1
914250,0.02,221,0.13,220,40,1,-0.044,41.1
914500,0.02,221,0.17,220,40,1,-0.049,41.1
914750,0.02,221,0.17,220,40,1,-0.050,41.1
915000,0.02,221,0.17,221,40,1,-0.048,41.1
915250,0.01,221,0.17,221,40,1,-0.045,41.1
915500,0.01,221,0.17,221,40,1,-0.038,41.1
915750,0.01,221,0.17,221,40,1,-0.036,41.1
916000,0.01,221,0.17,221,40,1,-0.040,41.1
916250,0.01,221,0.17,221,40,1,-0.044,41.1
916500,0.02,221,0.19,221,40,1,-0.047,41.1
916750,0.02,221,0.19,221,40,1,-0.047,41.1
917000,0.02,221,0.19,221,40,1,-0.045,41.1
917250,0.02,221,0.19,221,40,1,-0.040,41.1
917500,0.02,221,0.21,221,40,1,-0.033,41.1
917750,0.02,221,0.21,221,40,1,-0.030,41.1
918000,0.02,221,0.21,221,40,1,-0.033,41.1
918250,0.02,221,0.21,221,40,1,-0.043,41.1
918500,0.02,221,0.21,221,40,1,-0.052,41.1
918750,0.02,221,0.21,222,40,1,-0.048,41.1
919000,0.02,222,0.21,222,40,1,-0.037,41.1
919250,0.02,222,0.21,222,40,1,-0.030,41.1
919500,0.02,222,0.21,222,40,1,-0.031,41.1
919750,0.01,222,0.21,222,40,1,-0.039,41.1
920000,0.01,222,0.21,222,40,1,-0.047,41.1
920250,0.01,222,0.21,222,40,1,-0.052,41.1
920500,0.01,222,0.21,222,40,1,-0.051,41.1
920750,0.01,222,0.21,222,40,1,-0.044,41.1
921000,0.01,222,0.21,222,40,1,-0.035,41.1
921250,0.01,222,0.19,222,40,1,-0.037,41.1
921500,0.01,222,0.19,222,40,1,-0.046,41.1
921750,0.00,222,0.19,222,40,1,-0.054,41.1
922000,0.01,222,0.19,222,40,1,-0.054,41.1
922250,0.01,222,0.19,222,40,1,-0.050,41.1
922500,0.01,222,0.19,222,40,1,-0.044,41.1
922750,0.02,223,0.19,222,40,1,-0.038,41.1
923000,0.02,223,0.19,222,40,1,-0.040,41.1
923250,0.01,223,0.19,222,40,1,-0.044,41.1
923500,0.01,223,0.19,223,40,1,-0.047,41.1
923750,0.01,223,0.19,223,40,1,-0.053,41.1
924000,0.02,223,0.19,223,40,1,-0.053,41.1
924250,0.02,223,0.19,223,40,1,-0.050,41.1
924500,0.02,223,0.19,223,40,1,-0.042,41.1
924750,0.02,223,0.19,223,40,1,-0.041,41.1
925000,0.02,223,0.19,223,40,1,-0.043,41.1
925250,0.02,223,0.19,223,40,1,-0.049,41.1
925500,0.02,223,0.19,223,40,1,-0.052,41.1
925750,0.02,223,0.19,223,40,1,-0.053,41.1
926000,0.02,223,0.19,223,40,1,-0.049,41.1
926250,0.02,223,0.19,223,40,1,-0.043,41.1
926500,0.02,223,0.19,223,40,1,-0.043,41.1
926750,0.02,223,0.19,223,40,1,-0.046,41.1
927000,0.02,223,0.19,223,40,1,-0.048,41.1
927250,0.02,223,0.19,223,40,1,-0.054,41.1
927500,0.02,224,0.19,224,40,1,-0.060,41.1
927750,0.02,224,0.17,224,40,1,-0.059,41.1
928000,0.02,224,0.17,224,40,1,-0.054,41.1
928250,0.02,224,0.17,224,40,1,-0.043,41.1
928500,0.02,224,0.17,224,40,1,-0.040,41.1
928750,0.02,224,0.17,224,40,1,-0.044,41.1
929000,0.02,224,0.17,224,40,1,-0.050,41.1
929250,0.02,224,0.17,224,40,1,-0.062,41.1
929500,0.02,224,0.17,224,40,1,-0.060,41.1
929750,0.02,224,0.17,224,40,1,-0.048,41.1
930000,0.02,224,0.17,224,40,1,-0.033,41.1
930250,0.01,224,0.17,224,40,1,-0.030,41.1
930500,0.01,224,0.17,224,40,1,-0.038,41.1
930750,0.01,224,0.17,224,40,1,-0.052,41.1
931000,0.02,224,0.17,224,40,1,-0.056,41.1
931250,0.02,225,0.17,225,40,1,-0.050,41.1
931500,0.02,225,0.17,225,40,1,-0.040,41.1
931750,0.02,225,0.16,225,40,1,-0.035,41.1
932000,0.02,225,0.16,225,40,1,-0.036,41.1
932250,0.02,225,0.16,225,40,1,-0.043,41.1
932500,0.03,225,0.16,225,40,1,-0.047,41.1
932750,0.03,225,0.17,225,40,1,-0.047,41.1
933000,0.03,225,0.17,225,40,1,-0.044,41.1
933250,0.03,225,0.17,225,40,1,-0.041,41.1
933500,0.03,225,0.19,225,40,1,-0.036,41.1
933750,0.01,225,0.19,225,40,1,-0.035,41.1
934000,0.01,225,0.19,225,40,1,-0.037,41.1
934250,0.01,225,0.19,225,40,1,-0.044,41.1
934500,0.00,225,0.19,225,40,1,-0.047,41.1
934750,0.00,225,0.19,225,40,1,-0.052,41.1
935000,0.02,225,0.19,226,40,1,-0.052,41.1
935250,0.02,225,0.19,226,40,1,-0.047,41.1
935500,0.02,225,0.19,226,40,1,-0.042,41.1
935750,0.02,225,0.19,226,40,1,-0.043,41.1
936000,0.02,225,0.19,226,40,1,-0.046,41.1
936250,0.02,226,0.19,226,40,1,-0.054,41.1
936500,0.02,226,0.19,226,40,1,-0.055,41.1
936750,0.02,226,0.19,226,40,1,-0.050,41.1
937000,0.02,226,0.19,226,40,1,-0.043,41.1
937250,0.02,226,0.19,226,40,1,-0.039,41.1
937500,0.02,226,0.19,226,40,1,-0.040,41.1
937750,0.02,226,0.19,226,40,1,-0.047,41.1
938000,0.03,226,0.19,226,40,1,-0.053,41.1
938250,0.03,226,0.21,226,40,1,-0.056,41.1
938500,0.02,226,0.21,226,40,1,-0.056,41.1
938750,0.02,226,0.21,226,40,1,-0.050,41.1
939000,0.02,226,0.21,226,40,1,-0.042,41.1
939250,0.02,226,0.19,226,40,1,-0.036,41.1
939500,0.02,226,0.19,226,40,1,-0.037,41.1
939750,0.03,226,0.19,227,40,1,-0.045,41.1
940000,0.03,227,0.19,227,40,1,-0.052,41.1
940250,0.03,227,0.19,227,40,1,-0.052,41.1
940500,0.03,227,0.19,227,40,1,-0.047,41.1
940750,0.02,227,0.19,227,40,1,-0.035,41.1
941000,0.02,227,0.19,227,40,1,-0.031,41.1
941250,0.02,227,0.21,227,40,1,-0.038,41.1
941500,0.03,227,0.21,227,40,1,-0.048,41.1
941750,0.03,227,0.21,227,40,1,-0.053,41.1
942000,0.04,227,0.21,227,40,1,-0.053,41.1
942250,0.04,227,0.21,227,40,1,-0.047,41.1
